,k1,k2,E1,E2
0,9.211782793743822,148.62052142210933,28464.048124167428,41467.15667125851
1,18.13702374872213,111.41659232820274,30316.458596646087,40670.98023663108
2,16.422547061849606,97.38958146919512,30112.39178565257,40302.88748632798
3,20.9508866820189,109.51900794403754,30690.08628578316,40623.15133152147
4,19.953689941113772,100.47408807856256,30636.65270609482,40410.99806299534
