,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0337745586670706,1.273706090509057,1.4682051022050402,1.6399453619598252,1.7965625669709944,1.9433921719603875,2.076057974060778,2.2071226280395586,2.3290667617798984,2.450816356018639,2.5726707301687997,2.678982746716173,2.796373796492053
1,1.0267183971379938,1.2699070373664108,1.464176621164255,1.6360929398876185,1.793621072795914,1.9371811313124772,2.074540768592247,2.2023399922204288,2.324403467093425,2.4432396617360808,2.5709885591611967,2.6774080039040653,2.792678188829753
2,1.0181873050228512,1.266009032049034,1.460768826045141,1.6328888279370075,1.7877111179854392,1.9333063583710333,2.069505170113043,2.1987875048560404,2.3192081266297278,2.4434840391057584,2.5515788276062934,2.6646547171273998,2.7799819328681004
3,1.0089377559095272,1.2621292549924918,1.4570581423299496,1.6284524844898898,1.785164785355797,1.9292365544792955,2.065975463957307,2.1946077239020534,2.3175594785385534,2.4430872838800557,2.544830434455717,2.6607220339417603,2.769279100143341
4,0.9980602818411578,1.2583799229945685,1.4536801050859183,1.6251724871563211,1.781290656064502,1.927000875012009,2.0596264542177294,2.190990187403436,2.31525588924221,2.4297894290249813,2.5450441074334713,2.6684910355879294,2.769265618462104
5,0.9857158869078703,1.254327377929614,1.449782601527698,1.6215421083354955,1.7774221635976024,1.920868487221524,2.057470161383441,2.1833015865062895,2.306926477290744,2.423363458826901,2.536574208520081,2.6568185756380815,2.7593665056689236
6,0.971392778175076,1.2497413813754026,1.4464301628903518,1.6181427406769031,1.7732450938716222,1.9177072912340964,2.054254962204208,2.1814025883962405,2.303786582819561,2.418982088381895,2.5382196654889886,2.639647358182584,2.7491952985111054
7,0.9546286331754945,1.2456469535510442,1.4432910079282464,1.6139606713369228,1.770535043298606,1.9142508082681835,2.0493768436457644,2.177638890926529,2.2992836618636097,2.4150169863661644,2.5399689448411125,2.6378450754328306,2.754827880300125
8,0.9352846945189903,1.2412089748221853,1.4392259083493033,1.610962473410618,1.7669604623922885,1.9114647625937085,2.0451811488440494,2.1742669495071683,2.296537260223116,2.416294909582205,2.526682429963405,2.6356579978194055,2.7573225019642886
9,0.9124837043871037,1.2364373142830043,1.4360815765852,1.6082290476693828,1.7621747001081909,1.9060226504605964,2.0411252839637983,2.1695277159600073,2.293304884306193,2.4097884658185618,2.5189254909844503,2.6272952635715687,2.738486996259263
10,0.8859847004528751,1.2313350998876798,1.432834505720409,1.6037426533517467,1.760650939809226,1.9034119723746175,2.040039452435252,2.1639310843885036,2.285598445818698,2.4034458862638908,2.515700231216455,2.631011255182167,2.7273877025387527
11,0.8551737826100112,1.2264902032103342,1.4289300151947582,1.601018440919723,1.7560552083103151,1.9003483763386055,2.0342690532020473,2.1634755083479074,2.283529414105769,2.4010364342102704,2.509964671220491,2.633460587056414,2.7291135214158126
12,0.8194727304904902,1.220661301129759,1.4256683364562441,1.597923752618391,1.7530857403394529,1.8969402418021963,2.0311371241216687,2.1591013472055707,2.280248906620822,2.395973085113819,2.5109677093851763,2.6199183592086066,2.7227362016038783
