,time,position,den_N2,den_CO2,dcdt_N2,dcdt_CO2,vel,pressure,temp,dTdt,nplin,total_den,solid_pres,nchem_eq,nphys_eq,dndt_chem,dndt_phys,nchem,nphys,fco2_k,den_N2_k,den_CO2_k,dcdt_N2_k,dcdt_CO2_k,vel_k,pressure_k,temp_k,total_den_k,solid_pres_k,nchem_eq_k,nphys_eq_k,dndt_chem_k,dndt_phys_k,nchem_k,nphys_k,fco2_u,den_N2_u,den_CO2_u,dcdt_N2_u,dcdt_CO2_u,vel_u,pressure_u,temp_u,total_den_u,solid_pres_u,nchem_eq_u,nphys_eq_u,dndt_chem_u,dndt_phys_u,nchem_u,nphys_u,fco2_f,den_N2_f,den_CO2_f,dcdt_N2_f,dcdt_CO2_f,vel_f,pressure_f,temp_f,total_den_f,solid_pres_f,nchem_eq_f,nphys_eq_f,dndt_chem_f,dndt_phys_f,nchem_f,nphys_f
1020,2541.1764705882333,14,20.533058681804604,20.49303810822516,-5.308325373657082e-05,5.311311505886378e-05,1.1652939823700221,0.9999641017525784,293.1500846680459,-2.2674835040532267e-07,1.5559103833660188,41.02609679002977,0.4994943230634801,2.08917343276257,1.9001575389141105,1.5424291840733752e-05,4.982356226616118e-06,2.0831716313349924,1.8990218372498662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,2588.235294117645,14,20.530841559679565,20.495256475830107,-4.7113845157104424e-05,4.714031160505559e-05,1.1654188716039293,0.9999640998453403,293.15007520939986,-2.0099622854584226e-07,1.5559163919194805,41.02609803550967,0.4995483771138565,2.0891734666586923,1.9002226960753252,1.3760234524399067e-05,4.366703490607584e-06,2.0838191717831958,1.8992273291788313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,2635.2941176470567,14,20.528873188368497,20.497225951377295,-4.182789036015508e-05,4.185135537776494e-05,1.165529772894232,0.999964098150744,293.1500668223434,-1.7822494988340467e-07,1.5559215806206017,41.026099139745796,0.4995963665286464,2.0891734967146895,1.9002805362974404,1.2275704789223072e-05,3.8297950443387475e-06,2.084396852008568,1.899407554827972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,2682.3529411764684,14,20.52712517810294,20.49897494095285,-3.714521814312672e-05,3.716602848050411e-05,1.1656282777131017,0.999964096644731,293.1500593832263,-1.580812379159823e-07,1.5559260605682181,41.02610011905578,0.4996389834638921,2.0891735233736686,1.9003318960099973,1.0951334211166706e-05,3.361197622300784e-06,2.0849122089126193,1.8995657288337229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,2729.41176470588,14,20.525572455172277,20.500528532655856,-3.299536227654124e-05,3.301382368893118e-05,1.1657157926687174,0.9999640953060212,293.1500527829976,-1.4025485881266368e-07,1.555929927952008,41.02610098782814,0.4996768392281412,2.08917354702642,1.9003775136649226,9.769843943955705e-06,2.951907030670364e-06,2.085371966274685,1.8997046421057502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,2776.470588235292,14,20.5241928626998,20.501908896056587,-2.931634004015107e-05,2.9332722265560412e-05,1.1657935615480677,0.9999640941157797,293.1500469254347,-1.2447321139413812e-07,1.55593326602427,41.02610175875639,0.49971047401582114,2.089173568017761,1.9004180415899625,8.715819281577818e-06,2.5941467061254406e-06,2.085782122476168,1.8998267195977991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,2823.5294117647036,14,20.522966811326935,20.503135631717374,-2.6053591673365307e-05,2.6068132791729542e-05,1.165862684648422,0.9999640930573328,293.1500417255933,-1.1049663050322275e-07,1.5559361468169666,41.026102443044316,0.49974036542381295,2.0891735866520955,1.9004540563482548,7.775508542937473e-06,2.281195313304863e-06,2.086148028760539,1.8999340699654799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,2870.5882352941153,14,20.5218769732824,20.50422607730301,-2.3159058446410587e-05,2.3171968694710467e-05,1.1659241357426389,0.9999640921159124,293.15003710845036,-9.811428785685064e-08,1.5559386326356195,41.026103050585405,0.49976693591026194,2.0891736031982724,1.9004860678017843,6.936643654470715e-06,2.0072391308697735e-06,2.0864744590501587,1.9000285282775171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,2917.647058823527,14,20.520908014209446,20.505195575910548,-2.0590380300238188e-05,2.060184541021579e-05,1.1659787769779542,0.9999640912784312,293.15003300771565,-8.714061210249628e-08,1.5559407773581058,41.026103590119995,0.4997905593328106,2.089173617893846,1.9005145270488029,6.188280089675954e-06,1.7672456027781425e-06,2.0867656722308467,1.9001116927764679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,2964.7058823529387,14,20.52004635789073,20.506057711482395,-1.8310196772769607e-05,1.8320380901751015e-05,1.1660273719686014,0.9999640905332896,293.1500293647896,-7.741217896155352e-08,1.5559426275629116,41.02610406937312,0.4998115666847662,2.089173630948813,1.900539833381731,5.52065407712876e-06,1.5568549657390118e-06,2.087025467716827,1.900184956539558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
