1	1	0.008675155814423576
3	1	-0.22117301598773767
6	1	1
1	2	0.006240234300342491
3	2	-0.15909471486173934
7	2	1
1	3	0.003366555450660661
3	3	-0.08583029958661906
8	3	1
1	4	0.0016144259343668075
3	4	-0.04115977402954044
9	4	1
1	5	0.0007258080075524579
3	5	-0.01850446833375917
10	5	1
1	6	0.00031325399481551793
3	6	-0.007986407654876087
11	6	1
1	7	0.00013144286737593058
3	7	-0.0033511346688753917
12	7	1
1	8	5.402845992993365e-05
3	8	-0.0013774550783293403
13	8	1
1	9	-0.006057659656796546
2	9	0.0007095515604574635
3	9	0.1544399760397801
4	9	-0.07930545557229446
15	9	1
1	10	-0.0016569746284107907
2	10	0.0014734997176050397
