1	1	0
1	2	0
1	3	0
1	4	0
1	32	0.008675155814423576
1	33	0.006240234300342491
1	34	0.003366555450660661
1	35	0.0016144259343668075
1	36	0.0007258080075524579
1	37	0.00031325399481551793
1	38	0.00013144286737593058
1	39	5.402845992993365e-05
1	40	-0.006057659656796546
1	41	-0.0016569746284107907
1	42	0.001223477755122642
1	43	0.0020804443388142847
1	44	0.0019340696915234926
1	45	0.0014821373079172643
1	46	0.001033508125001094
1	47	0.0006831644314730851
1	48	-0.00261749615762703
1	49	-0.0045832596719317005
1	50	-0.004590033205783303
1	51	-0.003694870273181092
1	52	-0.0026598776990759505
1	53	-0.0017953913027327823
1	54	-0.0011649509923770244
1	55	-0.0007371928914030189
2	2	0
2	3	0
2	4	0
2	40	0.0007095515604574635
2	41	0.0014734997176050397
2	42	0.0017432329238273275
2	43	0.0016484039044480667
2	44	0.0013842873592511495
2	45	0.0010813687571466332
2	46	0.0008051206766021304
2	47	0.000579499166532226
2	48	-0.0007095515604574635
2	49	-0.0014734997176050397
2	50	-0.0017432329238273275
2	51	-0.0016484039044480667
2	52	-0.0013842873592511495
2	53	-0.0010813687571466332
2	54	-0.0008051206766021304
2	55	-0.000579499166532226
3	3	0
3	4	0
3	32	-0.22117301598773767
3	33	-0.15909471486173934
3	34	-0.08583029958661906
3	35	-0.04115977402954044
3	36	-0.01850446833375917
3	37	-0.007986407654876087
3	38	-0.0033511346688753917
3	39	-0.0013774550783293403
3	40	0.1544399760397801
3	41	0.042244552584457085
3	42	-0.031192553872574108
3	43	-0.053040908872798664
3	44	-0.04930908861527433
3	45	-0.037787076741029
3	46	-0.026349279937343935
3	47	-0.017417270762241664
3	48	0.06673303994795757
3	49	0.11685016227728226
3	50	0.11702285345919317
3	51	0.0942006829023391
3	52	0.0678135569490335
3	53	0.04577348439590508
3	54	0.029700414606219326
3	55	0.018794725840571
4	4	0
4	40	-0.07930545557229446
4	41	-0.16469073271430062
4	42	-0.19483838652066074
4	43	-0.18423949702135836
4	44	-0.1547196085335961
4	45	-0.12086287552079981
4	46	-0.08998706451641117
4	47	-0.06476970521490136
4	48	0.07930545557229446
4	49	0.16469073271430062
4	50	0.19483838652066074
4	51	0.18423949702135836
4	52	0.1547196085335961
4	53	0.12086287552079981
4	54	0.08998706451641117
4	55	0.06476970521490136
5	5	0
5	56	1
6	6	0
6	32	1
7	7	0
7	33	1
8	8	0
8	34	1
9	9	0
9	35	1
10	10	0
10	36	1
11	11	0
11	37	1
12	12	0
12	38	1
13	13	0
13	39	1
14	14	0
14	57	1
15	15	0
15	40	1
16	16	0
16	41	1
17	17	0
17	42	1
18	18	0
18	43	1
19	19	0
19	44	1
20	20	0
20	45	1
21	21	0
21	46	1
22	22	0
22	47	1
23	23	0
23	58	1
24	24	0
24	48	1
25	25	0
25	49	1
26	26	0
26	50	1
27	27	0
27	51	1
28	28	0
28	52	1
29	29	0
29	53	1
30	30	0
30	54	1
31	31	0
31	55	1
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	0
42	42	0
43	43	0
44	44	0
45	45	0
46	46	0
47	47	0
48	48	0
49	49	0
50	50	0
51	51	0
52	52	0
53	53	0
54	54	0
55	55	0
56	56	0
57	57	0
58	58	0
